maintenance_id,machine_id,maintenance_date,maintenance_type,maintenance_cost
MT00574,M014,2025-01-25,Preventive,374.05
MT00575,M019,2025-06-08,Inspection,291.64
MT00576,M010,2025-01-09,Preventive,177.55
MT00577,M001,2025-06-23,Preventive,246.24
MT00578,M016,2025-06-30,Corrective,478.28
MT00579,M011,2025-11-03,Preventive,546.88
MT00580,M015,2025-03-15,Corrective,1944.45
MT00581,M013,2025-10-16,Preventive,275.39
MT00582,M020,2025-11-06,Inspection,324.06
MT00583,M007,2025-02-27,Corrective,2013.56
MT00584,M017,2025-08-04,Inspection,321.34
MT00585,M014,2025-04-07,Preventive,531.39
MT00586,M007,2025-08-01,Preventive,402.75
MT00587,M016,2025-08-16,Corrective,2259.48
MT00588,M015,2025-08-22,Emergency,2273.12
MT00589,M019,2025-11-03,Preventive,609.29
MT00590,M013,2025-12-11,Inspection,279.29
MT00591,M018,2025-07-03,Inspection,282.41
MT00592,M018,2025-08-25,Emergency,3915.59
MT00593,M004,2025-12-10,Corrective,1849.33
MT00594,M006,2025-05-13,Preventive,666.7
MT00595,M002,2025-08-30,Preventive,665.18
MT00596,M011,2025-08-30,Preventive,176.61
MT00597,M010,2025-08-09,Preventive,697.69
MT00598,M018,2025-10-01,Preventive,496.36
MT00599,M019,2025-07-17,Preventive,615.16
MT00600,M019,2025-01-13,Preventive,223.38
MT00601,M015,2025-10-23,Preventive,190.45
MT00602,M003,2025-05-23,Inspection,175.62
MT00603,M008,2025-03-28,Preventive,329.71
MT00604,M018,2025-11-16,Inspection,354.71
MT00605,M006,2025-04-19,Corrective,1546.24
MT00606,M010,2025-02-08,Emergency,1066.6
MT00607,M016,2025-07-19,Preventive,496.42
MT00608,M012,2025-12-18,Corrective,2165.44
MT00609,M006,2025-04-05,Preventive,462.99
MT00610,M017,2025-04-27,Preventive,579.55
MT00611,M011,2025-01-06,Preventive,654.77
MT00612,M017,2025-06-08,Preventive,334.15
MT00613,M006,2025-05-08,Emergency,4340.4
MT00614,M020,2025-01-22,Inspection,183.0
MT00615,M014,2025-11-04,Preventive,216.12
MT00616,M007,2025-08-24,Inspection,98.32
MT00617,M001,2025-08-30,Corrective,1603.08
MT00618,M019,2025-02-08,Corrective,1682.76
MT00619,M017,2025-11-21,Corrective,2174.89
MT00620,M014,2025-05-23,Preventive,194.3
MT00621,M012,2025-01-10,Corrective,648.01
MT00622,M012,2025-01-21,Preventive,412.58
MT00623,M013,2025-03-25,Preventive,236.45
MT00624,M020,2025-01-30,Emergency,1134.68
MT00625,M015,2025-09-27,Preventive,642.77
MT00626,M011,2025-10-30,Emergency,2494.48
MT00627,M009,2025-01-13,Inspection,175.3
MT00628,M013,2025-02-07,Preventive,591.95
MT00629,M012,2025-01-22,Emergency,3908.28
MT00630,M014,2025-03-22,Corrective,724.99
MT00631,M004,2025-04-06,Preventive,443.15
MT00632,M018,2025-10-04,Corrective,845.44
MT00633,M007,2025-12-25,Preventive,448.66
MT00634,M016,2025-03-02,Corrective,1888.61
MT00635,M015,2025-12-26,Corrective,787.95
MT00636,M005,2025-12-10,Inspection,365.13
MT00637,M020,2025-05-23,Corrective,805.93
MT00638,M015,2025-03-14,Preventive,729.26
MT00639,M014,2025-09-04,Emergency,2966.13
MT00640,M013,2025-11-10,Emergency,2551.87
MT00641,M006,2025-10-07,Preventive,330.24
MT00642,M005,2025-05-31,Corrective,1279.0
MT00643,M018,2025-10-15,Corrective,1929.14
MT00644,M016,2025-09-07,Preventive,714.35
MT00645,M012,2025-05-27,Preventive,494.28
MT00646,M018,2025-12-13,Corrective,1180.6
MT00647,M019,2025-06-03,Preventive,266.67
MT00648,M008,2025-03-12,Preventive,322.49
MT00649,M020,2025-10-03,Corrective,1803.7
MT00650,M012,2025-07-05,Preventive,243.85
MT00651,M007,2025-12-08,Corrective,1085.1
MT00652,M016,2025-02-14,Corrective,1513.62
MT00653,M003,2025-05-04,Preventive,327.93
MT00654,M016,2025-10-14,Emergency,2765.28
MT00655,M007,2025-08-16,Emergency,3336.76
MT00656,M001,2025-12-04,Corrective,805.86
MT00657,M006,2025-09-26,Corrective,1444.34
MT00658,M002,2025-10-19,Emergency,4499.54
MT00659,M017,2025-12-08,Corrective,1806.74
MT00660,M010,2025-08-13,Corrective,1933.9
MT00661,M011,2025-03-31,Emergency,3744.19
MT00662,M011,2025-01-16,Corrective,1388.4
MT00663,M005,2025-06-01,Preventive,684.9
MT00664,M014,2025-07-27,Preventive,364.8
MT00665,M011,2025-09-30,Corrective,2020.99
MT00666,M005,2025-06-27,Preventive,191.39
MT00667,M008,2025-02-06,Corrective,1895.81
MT00668,M017,2025-03-06,Corrective,1747.44
MT00669,M018,2025-09-05,Corrective,1972.34
MT00670,M014,2025-08-09,Corrective,1061.35
MT00671,M009,2025-02-25,Emergency,2746.8
MT00672,M004,2025-07-29,Inspection,238.13
MT00673,M020,2025-06-29,Corrective,1271.04
MT00674,M011,2025-01-19,Preventive,390.23
MT00675,M010,2025-03-26,Preventive,200.6
MT00676,M013,2025-03-10,Preventive,771.92
MT00677,M020,2025-07-11,Preventive,384.84
MT00678,M007,2025-09-06,Corrective,2331.13
MT00679,M008,2025-02-28,Preventive,240.72
MT00680,M015,2025-04-03,Preventive,615.79
MT00681,M003,2025-02-12,Preventive,475.32
MT00682,M009,2025-01-31,Preventive,540.49
MT00683,M018,2025-01-27,Preventive,315.11
MT00684,M011,2025-12-18,Preventive,383.94
MT00685,M010,2025-12-17,Corrective,1841.96
MT00686,M006,2025-04-21,Preventive,298.78
MT00687,M005,2025-11-07,Preventive,796.26
MT00688,M018,2025-12-28,Emergency,4168.06
MT00689,M013,2025-11-21,Preventive,527.1
MT00690,M008,2025-05-15,Corrective,1152.49
MT00691,M017,2025-09-20,Corrective,970.23
MT00692,M016,2025-11-04,Corrective,833.26
MT00693,M015,2025-10-23,Emergency,4570.21
MT00694,M011,2025-09-19,Preventive,427.54
MT00695,M007,2025-08-31,Preventive,453.06
MT00696,M010,2025-11-17,Preventive,405.04
MT00697,M012,2025-11-09,Corrective,1584.33
MT00698,M020,2025-11-11,Corrective,528.7
MT00699,M001,2025-07-24,Emergency,3294.68
MT00700,M002,2025-08-28,Corrective,2114.39
MT00701,M014,2025-03-17,Emergency,2164.06
MT00702,M018,2025-06-19,Corrective,2336.2
MT00703,M006,2025-10-30,Corrective,2470.5
MT00704,M013,2025-05-18,Inspection,370.53
MT00705,M017,2025-05-05,Preventive,594.81
MT00706,M002,2025-03-13,Corrective,1616.36
MT00707,M019,2025-03-30,Corrective,915.9
MT00708,M019,2025-10-18,Inspection,245.02
MT00709,M005,2025-12-17,Preventive,174.74
MT00710,M004,2025-02-07,Preventive,792.02
MT00711,M012,2025-11-27,Corrective,564.36
MT00712,M002,2025-07-16,Corrective,1081.88
MT00713,M011,2025-02-25,Corrective,746.86
MT00714,M001,2025-04-28,Corrective,2009.44
MT00715,M012,2025-08-20,Corrective,562.35
MT00716,M007,2025-01-28,Inspection,136.29
MT00717,M008,2025-08-09,Preventive,336.51
MT00718,M010,2025-08-26,Corrective,903.65
MT00719,M009,2025-08-07,Corrective,2249.38
MT00720,M008,2025-06-08,Preventive,200.46
MT00721,M007,2025-02-01,Inspection,124.9
MT00722,M012,2025-04-29,Corrective,2103.1
MT00723,M014,2025-05-05,Preventive,773.06
MT00724,M012,2025-09-04,Preventive,506.19
MT00725,M020,2025-10-03,Preventive,424.84
MT00726,M020,2025-05-23,Inspection,387.12
MT00727,M005,2025-08-03,Corrective,970.01
MT00728,M003,2025-02-17,Emergency,1597.02
MT00729,M017,2025-07-07,Emergency,3453.78
MT00730,M006,2025-04-11,Corrective,1847.58
MT00731,M004,2025-01-11,Corrective,961.19
MT00732,M011,2025-03-07,Emergency,2869.47
MT00733,M002,2025-12-06,Preventive,447.22
MT00734,M006,2025-11-14,Corrective,2167.46
MT00735,M011,2025-06-03,Preventive,345.29
MT00736,M020,2025-08-29,Preventive,776.45
MT00737,M004,2025-02-05,Preventive,393.01
MT00738,M017,2025-12-22,Emergency,4335.3
MT00739,M002,2025-04-18,Preventive,234.84
MT00740,M010,2025-03-22,Preventive,356.24
MT00741,M019,2025-08-08,Inspection,382.63
MT00742,M012,2025-08-07,Corrective,1478.45
MT00743,M001,2025-12-29,Preventive,670.21
MT00744,M012,2025-01-08,Preventive,510.61
MT00745,M016,2025-06-26,Corrective,684.01
MT00746,M016,2025-04-08,Corrective,1134.94
MT00747,M003,2025-04-06,Corrective,1672.48
MT00748,M004,2025-07-19,Preventive,634.84
MT00749,M015,2025-03-30,Preventive,679.16
MT00750,M018,2025-09-22,Emergency,1124.04
MT00751,M014,2025-05-08,Preventive,756.95
MT00752,M016,2025-11-23,Preventive,177.21
MT00753,M011,2025-11-29,Corrective,1615.5
MT00754,M004,2025-11-14,Preventive,516.08
MT00755,M009,2025-07-27,Corrective,863.32
MT00756,M008,2025-12-05,Emergency,2381.97
MT00757,M011,2025-03-15,Preventive,662.33
MT00758,M003,2025-03-30,Preventive,710.33
MT00759,M002,2025-09-18,Corrective,2417.12
MT00760,M005,2025-01-21,Corrective,775.44
MT00761,M005,2025-01-29,Preventive,637.37
MT00762,M008,2025-01-22,Corrective,1609.31
MT00763,M002,2025-07-03,Preventive,493.94
MT00764,M014,2025-09-28,Preventive,398.93
MT00765,M001,2025-08-17,Preventive,711.92
MT00766,M018,2025-05-27,Corrective,780.84
MT00767,M019,2025-08-27,Inspection,276.43
MT00768,M016,2025-02-21,Inspection,141.27
MT00769,M014,2025-01-23,Inspection,183.74
MT00770,M017,2025-07-26,Corrective,1166.64
MT00771,M006,2025-08-08,Inspection,228.75
MT00772,M001,2025-04-11,Preventive,305.11
MT00773,M010,2025-06-28,Preventive,734.81
MT00774,M007,2025-06-24,Preventive,232.32
MT00775,M002,2025-08-26,Inspection,378.62
MT00776,M005,2025-12-22,Corrective,2173.06
MT00777,M014,2025-05-21,Emergency,3433.67
MT00778,M011,2025-05-12,Inspection,218.01
MT00779,M014,2025-06-03,Preventive,396.28
MT00780,M009,2025-07-23,Inspection,211.76
MT00781,M017,2025-03-03,Preventive,348.26
MT00782,M001,2025-01-09,Preventive,693.98
MT00783,M015,2025-02-26,Preventive,321.01
MT00784,M016,2025-08-18,Corrective,1936.49
MT00785,M008,2025-01-09,Inspection,242.44
MT00786,M006,2025-04-02,Preventive,245.73
MT00787,M008,2025-12-06,Corrective,868.73
MT00788,M006,2025-08-07,Inspection,285.5
MT00789,M007,2025-03-14,Inspection,310.62
MT00790,M004,2025-05-18,Preventive,372.5
MT00791,M013,2025-03-02,Corrective,1175.06
MT00792,M014,2025-10-03,Emergency,1314.03
MT00793,M002,2025-12-24,Corrective,439.9
MT00794,M004,2025-06-29,Corrective,1512.31
MT00795,M009,2025-07-15,Preventive,474.73
MT00796,M007,2025-05-03,Corrective,2409.84
MT00797,M003,2025-09-18,Corrective,998.86
MT00798,M019,2025-03-07,Preventive,567.39
MT00799,M008,2025-07-19,Emergency,1344.78
MT00800,M012,2025-06-13,Emergency,3533.44
MT00801,M001,2025-12-13,Corrective,1457.09
MT00802,M011,2025-07-09,Corrective,1367.95
MT00803,M007,2025-02-20,Emergency,1438.59
MT00804,M018,2025-04-25,Corrective,685.21
MT00805,M018,2025-04-09,Corrective,989.83
MT00806,M011,2025-05-12,Preventive,160.74
MT00807,M018,2025-12-08,Preventive,206.97
MT00808,M010,2025-09-17,Preventive,704.2
MT00809,M006,2025-10-09,Emergency,3464.55
MT00810,M009,2025-03-24,Emergency,4963.23
MT00811,M016,2025-08-21,Preventive,710.17
MT00812,M016,2025-08-18,Preventive,579.72
MT00813,M012,2025-02-04,Preventive,275.19
MT00814,M019,2025-01-23,Preventive,466.15
MT00815,M008,2025-04-05,Corrective,565.93
MT00816,M013,2025-01-20,Corrective,746.56
MT00817,M011,2025-11-28,Corrective,1278.64
MT00818,M020,2025-11-03,Corrective,1973.99
MT00819,M010,2025-08-11,Corrective,643.24
MT00820,M013,2025-08-11,Corrective,422.44
MT00821,M004,2025-07-04,Preventive,205.21
MT00822,M019,2025-10-12,Preventive,234.28
MT00823,M016,2025-02-14,Corrective,1057.75
MT00824,M012,2025-08-09,Preventive,515.36
MT00825,M016,2025-05-02,Preventive,359.15
MT00826,M007,2025-04-12,Corrective,637.06
MT00827,M005,2025-05-15,Corrective,1453.35
MT00828,M019,2025-10-30,Preventive,211.39
MT00829,M016,2025-12-18,Preventive,357.85
MT00830,M007,2025-07-22,Corrective,925.71
MT00831,M019,2025-06-12,Corrective,2414.72
MT00832,M006,2025-05-24,Corrective,762.34
MT00833,M019,2025-08-02,Inspection,365.08
MT00834,M011,2025-10-21,Corrective,2024.89
MT00835,M002,2025-09-28,Inspection,83.47
MT00836,M018,2025-06-29,Corrective,2031.9
MT00837,M008,2025-07-08,Preventive,315.07
MT00838,M002,2025-05-29,Corrective,1464.61
MT00839,M010,2025-06-28,Inspection,393.92
MT00840,M003,2025-10-07,Preventive,730.88
MT00841,M006,2025-04-06,Preventive,758.26
MT00842,M007,2025-08-15,Corrective,1005.97
MT00843,M007,2025-09-12,Corrective,689.14
MT00844,M018,2025-09-14,Preventive,207.81
MT00845,M016,2025-12-06,Corrective,1349.03
MT00846,M008,2025-02-18,Preventive,334.92
MT00847,M016,2025-03-31,Preventive,716.62
MT00848,M010,2025-08-12,Preventive,357.57
MT00849,M020,2025-05-14,Preventive,193.13
MT00850,M001,2025-05-20,Corrective,437.74
MT00851,M001,2025-02-01,Preventive,719.71
MT00852,M002,2025-02-16,Preventive,691.78
MT00853,M004,2025-12-18,Corrective,980.2
MT00854,M009,2025-10-08,Corrective,2322.99
MT00855,M008,2025-02-10,Preventive,692.53
MT00856,M004,2025-11-25,Corrective,1145.97
MT00857,M003,2025-11-22,Corrective,1618.47
MT00858,M005,2025-08-27,Inspection,165.3
MT00859,M014,2025-05-08,Corrective,2396.2
MT00860,M017,2025-06-15,Preventive,625.43
MT00861,M019,2025-06-08,Preventive,728.17
MT00862,M018,2025-07-11,Emergency,3977.4
MT00863,M013,2025-04-11,Preventive,763.61
MT00864,M010,2025-11-14,Inspection,235.96
MT00865,M019,2025-01-23,Emergency,1417.07
MT00866,M004,2025-09-21,Corrective,1666.84
MT00867,M001,2025-12-24,Corrective,2217.99
MT00868,M017,2025-04-25,Preventive,727.2
MT00869,M004,2025-07-12,Preventive,518.27
MT00870,M019,2025-10-01,Corrective,1195.06
MT00871,M013,2025-02-06,Preventive,417.43
MT00872,M013,2025-11-12,Corrective,1932.28
MT00873,M006,2025-10-21,Inspection,313.19
MT00874,M001,2025-08-23,Inspection,296.02
MT00875,M014,2025-09-15,Inspection,302.73
MT00876,M010,2025-07-12,Preventive,752.11
MT00877,M020,2025-08-06,Preventive,442.45
MT00878,M020,2025-12-06,Emergency,4634.44
MT00879,M016,2025-08-26,Corrective,849.28
MT00880,M017,2025-12-07,Inspection,85.02
MT00881,M014,2025-08-25,Preventive,490.91
MT00882,M008,2025-04-09,Corrective,2038.72
MT00883,M008,2025-05-01,Inspection,261.1
MT00884,M010,2025-05-23,Corrective,1851.55
MT00885,M014,2025-12-07,Corrective,1447.39
MT00886,M011,2025-09-14,Preventive,441.72
MT00887,M018,2025-08-17,Preventive,738.06
MT00888,M013,2025-07-08,Preventive,151.96
MT00889,M015,2025-07-04,Preventive,796.74
MT00890,M008,2025-04-18,Preventive,291.61
MT00891,M015,2025-11-23,Preventive,592.29
MT00892,M017,2025-10-26,Preventive,491.44
MT00893,M006,2025-01-08,Emergency,3353.69
MT00894,M016,2025-06-27,Preventive,408.93
MT00895,M017,2025-04-22,Preventive,499.36
MT00896,M002,2025-09-13,Inspection,220.36
MT00897,M020,2025-10-26,Corrective,2045.77
MT00898,M007,2025-01-06,Preventive,595.24
MT00899,M010,2025-11-29,Preventive,296.15
MT00900,M003,2025-06-06,Preventive,515.92
MT00901,M015,2025-09-09,Preventive,151.98
MT00902,M010,2025-10-07,Emergency,3164.94
MT00903,M004,2025-07-23,Corrective,1876.85
MT00904,M017,2025-03-23,Preventive,560.31
MT00905,M009,2025-10-27,Preventive,281.33
MT00906,M002,2025-07-11,Inspection,390.38
MT00907,M005,2025-05-09,Preventive,560.24
MT00908,M015,2025-12-22,Inspection,137.12
MT00909,M013,2025-01-06,Corrective,744.3
MT00910,M003,2025-12-07,Corrective,2269.86
MT00911,M004,2025-05-07,Preventive,391.92
MT00912,M002,2025-07-23,Preventive,190.97
MT00913,M015,2025-11-14,Preventive,227.2
MT00914,M011,2025-02-26,Preventive,615.28
MT00915,M006,2025-10-21,Inspection,309.26
MT00916,M003,2025-01-24,Corrective,2311.12
MT00917,M001,2025-11-08,Corrective,714.68
MT00918,M018,2025-02-10,Preventive,528.7
MT00919,M002,2025-07-23,Preventive,274.02
MT00920,M003,2025-06-09,Preventive,457.89
MT00921,M016,2025-06-01,Preventive,734.43
MT00922,M009,2025-05-12,Emergency,2630.82
MT00923,M011,2025-06-26,Preventive,205.83
MT00924,M007,2025-04-04,Emergency,4734.42
MT00925,M003,2025-06-24,Preventive,419.77
MT00926,M003,2025-06-04,Corrective,1132.78
MT00927,M001,2025-07-30,Preventive,598.67
MT00928,M017,2025-07-15,Preventive,417.84
MT00929,M011,2025-06-07,Corrective,440.06
MT00930,M009,2025-08-17,Emergency,1835.17
MT00931,M011,2025-04-02,Inspection,351.11
MT00932,M019,2025-01-01,Preventive,206.96
MT00933,M009,2025-07-07,Preventive,449.67
MT00934,M020,2025-07-21,Corrective,1296.71
MT00935,M016,2025-11-17,Inspection,235.34
MT00936,M007,2025-11-17,Preventive,322.08
MT00937,M005,2025-06-08,Inspection,167.69
MT00938,M014,2025-05-22,Corrective,976.88
MT00939,M011,2025-10-26,Preventive,290.45
MT00940,M009,2025-01-13,Corrective,812.3
MT00941,M003,2025-06-29,Corrective,2150.29
MT00942,M013,2025-05-22,Preventive,759.85
MT00943,M009,2025-11-03,Preventive,564.04
MT00944,M007,2025-07-26,Preventive,244.11
MT00945,M002,2025-08-22,Preventive,344.5
MT00946,M006,2025-12-02,Corrective,1301.45
MT00947,M008,2025-05-24,Emergency,4863.89
MT00948,M001,2025-05-16,Inspection,314.52
MT00949,M006,2025-10-15,Preventive,570.62
MT00950,M020,2025-07-05,Preventive,211.79
MT00951,M008,2025-07-16,Inspection,261.3
MT00952,M013,2025-03-19,Corrective,666.86
MT00953,M005,2025-10-26,Emergency,4484.74
MT00954,M004,2025-08-08,Preventive,222.23
MT00955,M020,2025-12-22,Inspection,134.03
MT00956,M004,2025-05-31,Emergency,1559.99
MT00957,M001,2025-04-19,Preventive,427.95
MT00958,M004,2025-05-03,Inspection,243.95
MT00959,M009,2025-12-02,Corrective,1164.51
MT00960,M003,2025-08-01,Corrective,1436.47
MT00961,M019,2025-07-24,Preventive,433.86
MT00962,M003,2025-09-09,Corrective,599.26
MT00963,M005,2025-03-14,Corrective,898.0
MT00964,M004,2025-12-27,Preventive,311.79
MT00965,M003,2025-04-18,Preventive,738.74
MT00966,M006,2025-05-07,Preventive,612.7
MT00967,M005,2025-10-06,Inspection,309.87
MT00968,M001,2025-07-01,Corrective,2019.99
MT00969,M009,2025-12-21,Preventive,217.29
MT00970,M003,2025-08-17,Corrective,1987.69
MT00971,M018,2025-08-08,Corrective,1799.0
MT00972,M018,2025-10-03,Preventive,572.84
MT00973,M018,2025-05-29,Preventive,254.68
MT00974,M013,2025-02-19,Preventive,234.61
MT00975,M017,2025-09-07,Preventive,430.37
MT00976,M015,2025-11-25,Preventive,720.8
MT00977,M006,2025-03-14,Emergency,1870.81
MT00978,M009,2025-03-13,Emergency,1634.87
MT00979,M018,2025-08-10,Preventive,621.28
MT00980,M003,2025-07-21,Corrective,732.98
MT00981,M011,2025-05-09,Preventive,799.49
MT00982,M018,2025-09-24,Inspection,169.64
MT00983,M009,2025-06-27,Corrective,942.14
MT00984,M015,2025-05-25,Corrective,1290.94
MT00985,M003,2025-04-20,Preventive,152.27
MT00986,M002,2025-08-23,Corrective,1212.09
MT00987,M012,2025-06-14,Preventive,291.0
MT00988,M005,2025-10-24,Preventive,324.26
MT00989,M008,2025-05-18,Corrective,983.29
MT00990,M019,2025-07-11,Preventive,389.88
MT00991,M020,2025-01-03,Inspection,223.86
MT00992,M009,2025-06-12,Emergency,2976.4
MT00993,M011,2025-10-06,Inspection,294.02
MT00994,M014,2025-01-15,Emergency,1711.71
MT00995,M014,2025-01-01,Preventive,760.26
MT00996,M007,2025-04-06,Preventive,578.6
MT00997,M004,2025-08-18,Preventive,318.38
MT00998,M016,2025-05-27,Corrective,746.53
MT00999,M005,2025-09-23,Preventive,429.27
MT01000,M017,2025-06-28,Preventive,716.48
MT01001,M008,2025-12-17,Emergency,1023.22
MT01002,M002,2025-08-06,Corrective,2206.13
MT01003,M017,2025-10-14,Inspection,136.19
MT01004,M001,2025-08-31,Corrective,1647.34
MT01005,M006,2025-09-21,Inspection,399.42
MT01006,M012,2025-10-25,Inspection,136.62
MT01007,M019,2025-02-28,Preventive,327.93
MT01008,M012,2025-03-15,Preventive,591.18
MT01009,M007,2025-09-09,Corrective,504.24
MT01010,M019,2025-03-22,Corrective,674.48
MT01011,M011,2025-10-25,Preventive,206.49
MT01012,M006,2025-01-08,Inspection,134.2
MT01013,M005,2025-11-03,Corrective,2172.27
MT01014,M019,2025-08-26,Corrective,2139.32
MT01015,M020,2025-09-27,Preventive,599.35
MT01016,M007,2025-12-08,Preventive,259.74
MT01017,M006,2025-01-18,Preventive,344.77
MT01018,M015,2025-10-10,Preventive,457.84
MT01019,M016,2025-01-17,Preventive,651.93
MT01020,M012,2025-02-23,Corrective,503.37
MT01021,M005,2025-07-14,Corrective,1016.74
MT01022,M018,2025-01-07,Corrective,2072.02
MT01023,M006,2025-07-09,Inspection,385.73
MT01024,M004,2025-01-26,Corrective,2386.74
MT01025,M005,2025-02-13,Inspection,286.76
MT01026,M013,2025-09-19,Preventive,775.53
MT01027,M019,2025-01-12,Emergency,3492.76
MT01028,M010,2025-08-22,Emergency,3311.39
MT01029,M015,2025-02-26,Preventive,221.49
MT01030,M008,2025-10-26,Inspection,209.84
MT01031,M008,2025-09-14,Corrective,1389.59
MT01032,M001,2025-12-23,Preventive,640.65
MT01033,M019,2025-03-16,Preventive,426.95
MT01034,M007,2025-05-23,Corrective,965.05
MT01035,M019,2025-04-28,Corrective,2355.63
MT01036,M014,2025-12-19,Preventive,558.66
MT01037,M006,2025-02-08,Preventive,676.14
MT01038,M011,2025-10-18,Corrective,1813.63
MT01039,M011,2025-11-01,Inspection,337.02
MT01040,M010,2025-02-11,Inspection,220.58
MT01041,M002,2025-12-02,Corrective,1382.23
MT01042,M003,2025-02-15,Corrective,1957.6
MT01043,M002,2025-12-27,Corrective,887.58
MT01044,M008,2025-04-07,Preventive,736.78
MT01045,M016,2025-11-16,Preventive,266.7
MT01046,M011,2025-05-17,Preventive,639.64
MT01047,M018,2025-02-14,Preventive,775.49
MT01048,M014,2025-10-06,Corrective,1282.98
MT01049,M009,2025-02-26,Emergency,3666.83
MT01050,M013,2025-10-05,Corrective,630.82
MT01051,M004,2025-06-25,Preventive,223.08
MT01052,M017,2025-12-23,Corrective,1703.41
MT01053,M020,2025-06-23,Corrective,1889.89
MT01054,M013,2025-02-28,Corrective,1083.01
MT01055,M016,2025-10-25,Preventive,283.44
MT01056,M014,2025-07-21,Corrective,1041.49
MT01057,M003,2025-03-03,Preventive,291.7
MT01058,M001,2025-08-19,Emergency,4964.87
MT01059,M019,2025-01-01,Corrective,1548.32
MT01060,M001,2025-03-01,Inspection,367.07
MT01061,M006,2025-05-07,Corrective,974.78
MT01062,M013,2025-05-19,Preventive,375.77
MT01063,M019,2025-05-16,Emergency,4292.14
MT01064,M017,2025-06-10,Preventive,545.11
MT01065,M019,2025-12-03,Corrective,1422.95
MT01066,M011,2025-12-01,Corrective,536.62
MT01067,M012,2025-08-19,Corrective,998.5
MT01068,M018,2025-05-03,Preventive,736.95
MT01069,M007,2025-01-21,Inspection,166.31
MT01070,M018,2025-11-05,Corrective,2406.36
MT01071,M010,2025-04-15,Preventive,551.06
MT01072,M020,2025-01-26,Corrective,2244.71
MT01073,M014,2025-01-18,Emergency,3346.23
MT01074,M003,2025-07-25,Corrective,1666.04
MT01075,M007,2025-12-26,Preventive,205.74
MT01076,M006,2025-08-29,Corrective,1217.65
MT01077,M008,2025-07-17,Preventive,609.95
MT01078,M011,2025-08-17,Preventive,516.55
MT01079,M014,2025-10-22,Corrective,983.99
MT01080,M013,2025-09-22,Preventive,440.82
MT01081,M015,2025-01-30,Corrective,1710.08
MT01082,M011,2025-07-09,Preventive,543.45
MT01083,M011,2025-01-14,Corrective,851.79
MT01084,M009,2025-09-13,Preventive,380.01
MT01085,M007,2025-07-02,Corrective,1647.29
MT01086,M014,2025-02-13,Corrective,1208.95
MT01087,M019,2025-06-20,Preventive,776.97
MT01088,M017,2025-05-11,Emergency,1423.98
MT01089,M014,2025-03-17,Inspection,245.51
MT01090,M001,2025-09-21,Corrective,1384.82
MT01091,M013,2025-11-19,Corrective,2485.84
MT01092,M008,2025-12-27,Corrective,769.26
MT01093,M002,2025-02-11,Corrective,1719.17
MT01094,M017,2025-04-22,Preventive,228.43
MT01095,M006,2025-08-05,Preventive,362.59
MT01096,M003,2025-09-29,Corrective,1758.33
MT01097,M006,2025-11-15,Corrective,1949.22
MT01098,M012,2025-08-26,Preventive,703.34
MT01099,M017,2025-10-07,Preventive,708.78
MT01100,M013,2025-06-09,Preventive,454.39
MT01101,M001,2025-12-25,Inspection,99.55
MT01102,M012,2025-12-04,Emergency,3433.06
MT01103,M003,2025-07-30,Preventive,269.36
MT01104,M012,2025-05-12,Preventive,504.29
MT01105,M012,2025-08-14,Corrective,584.22
MT01106,M019,2025-07-20,Preventive,704.94
MT01107,M003,2025-11-12,Preventive,791.13
MT01108,M001,2025-12-04,Corrective,1854.7
MT01109,M011,2025-10-28,Emergency,2214.08
MT01110,M019,2025-11-27,Preventive,424.81
MT01111,M012,2025-11-29,Corrective,703.81
MT01112,M008,2025-02-26,Preventive,508.58
MT01113,M007,2025-11-11,Corrective,2067.73
MT01114,M013,2025-12-11,Preventive,403.74
MT01115,M005,2025-07-25,Corrective,2178.38
MT01116,M001,2025-11-26,Preventive,778.79
MT01117,M011,2025-05-04,Preventive,462.53
MT01118,M013,2025-10-31,Corrective,2334.24
MT01119,M003,2025-06-27,Inspection,112.79
MT01120,M002,2025-03-09,Preventive,667.21
MT01121,M014,2025-08-13,Corrective,869.85
MT01122,M020,2025-01-22,Corrective,1285.17
MT01123,M004,2025-09-19,Preventive,519.73
MT01124,M014,2025-03-16,Corrective,1271.77
MT01125,M020,2025-04-16,Inspection,286.76
MT01126,M014,2025-07-03,Preventive,150.79
MT01127,M015,2025-08-25,Emergency,1693.6
MT01128,M017,2025-08-02,Preventive,193.77
MT01129,M014,2025-04-15,Preventive,214.08
MT01130,M009,2025-06-21,Corrective,2369.29
MT01131,M001,2025-08-20,Emergency,1328.93
MT01132,M007,2025-10-10,Preventive,569.97
MT01133,M002,2025-03-09,Corrective,508.22
MT01134,M008,2025-06-16,Inspection,93.79
MT01135,M010,2025-07-24,Corrective,435.85
MT01136,M012,2025-08-21,Preventive,293.05
MT01137,M011,2025-02-27,Inspection,209.15
MT01138,M011,2025-12-23,Corrective,2185.28
MT01139,M018,2025-04-01,Emergency,4527.18
MT01140,M004,2025-06-23,Preventive,654.82
MT01141,M008,2025-05-13,Corrective,899.28
MT01142,M004,2025-05-28,Corrective,1123.71
MT01143,M019,2025-12-27,Inspection,212.79
MT01144,M015,2025-07-06,Emergency,4006.69
MT01145,M020,2025-07-13,Preventive,286.01
MT01146,M005,2025-01-25,Preventive,254.64
MT01147,M018,2025-08-11,Inspection,308.13
